title,content_rating,budget,gross,imdb_score,num_critic_for_reviews,num_voted_users,num_user_for_reviews,movie_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,director_facebook_likes,genre,actors,year,runtime_minutes,votes,metascore
Lucky Number Slevin,R,27000000.0,22494487.0,7.8,202.0,262160,507.0,10000,26451,13000.0,11000.0,1000.0,118.0,"Crime,Drama,Mystery","Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",2006,110,271940,53.0
Money Monster,R,27000000.0,41008532.0,6.7,268.0,19611,103.0,0,10894,8000.0,698.0,638.0,0.0,"Crime,Drama,Thriller","George Clooney, Julia Roberts, Jack O'Connell,Dominic West",2016,98,68654,55.0
A Walk Among the Tombstones,R,28000000.0,25977365.0,6.5,253.0,87950,207.0,15000,15428,14000.0,439.0,313.0,71.0,"Crime,Drama,Mystery","Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",2014,114,93883,57.0
Pineapple Express,R,27000000.0,87341380.0,7.0,232.0,255257,374.0,0,15590,11000.0,989.0,919.0,234.0,"Action,Comedy,Crime","Seth Rogen, James Franco, Gary Cole, Danny McBride",2008,111,267872,64.0
Legion,R,26000000.0,40168080.0,5.2,226.0,80870,315.0,0,3889,2000.0,850.0,534.0,124.0,"Action,Fantasy,Horror","Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black",2010,100,84158,32.0
Pain & Gain,R,26000000.0,49874933.0,6.5,335.0,161168,287.0,43000,13573,12000.0,412.0,385.0,0.0,"Comedy,Crime,Drama","Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub",2013,129,168875,45.0
Self/less,PG-13,26000000.0,12276810.0,6.5,178.0,57674,126.0,11000,17847,16000.0,543.0,523.0,763.0,"Action,Mystery,Sci-Fi","Ryan Reynolds, Natalie Martinez, Matthew Goode,Ben Kingsley",2015,117,67196,34.0
Taken,PG-13,25000000.0,145000989.0,7.9,309.0,483756,974.0,29000,16461,14000.0,816.0,485.0,180.0,"Action,Thriller","Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",2008,93,502961,50.0
The Best of Me,PG-13,26000000.0,26761283.0,6.7,85.0,43084,99.0,19000,3197,775.0,523.0,437.0,97.0,"Drama,Romance","James Marsden, Michelle Monaghan, Luke Bracey,Liana Liberato",2014,118,49041,29.0
The Help,PG-13,25000000.0,169705587.0,8.1,373.0,318955,460.0,75000,23227,15000.0,3000.0,2000.0,150.0,Drama,"Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard",2011,146,342429,62.0
Cloverfield,PG-13,25000000.0,80034302.0,7.0,459.0,296787,2192.0,0,3958,2000.0,1000.0,387.0,198.0,"Action,Horror,Sci-Fi","Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller",2008,85,313803,64.0
No Country for Old Men,R,25000000.0,74273505.0,8.1,488.0,612060,1518.0,21000,4738,2000.0,939.0,883.0,1000.0,"Crime,Drama,Thriller","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",2007,122,660286,91.0
No Strings Attached,R,25000000.0,70625986.0,6.2,245.0,168717,178.0,24000,22739,20000.0,962.0,766.0,425.0,"Comedy,Romance","Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes",2011,108,178243,50.0
The Lucky One,PG-13,25000000.0,60443237.0,6.5,170.0,76882,106.0,29000,1852,713.0,220.0,204.0,96.0,"Drama,Romance","Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",2012,101,82874,39.0
Bridge to Terabithia,PG,17000000.0,82234139.0,7.2,181.0,110390,522.0,6000,28071,14000.0,11000.0,3000.0,47.0,"Adventure,Drama,Family","Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",2007,96,117297,74.0
There Will Be Blood,R,25000000.0,40218903.0,8.1,398.0,372990,1107.0,16000,533,272.0,111.0,104.0,0.0,"Drama,History","Daniel Day-Lewis, Paul Dano, Ciarán Hinds,Martin Stringer",2007,158,400682,92.0
The House Bunny,PG-13,25000000.0,48237389.0,5.5,129.0,63969,126.0,0,18789,15000.0,852.0,816.0,29.0,"Comedy,Romance","Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",2008,97,67033,55.0
The Giver,PG-13,25000000.0,45089048.0,6.5,198.0,86251,260.0,58000,36064,12000.0,11000.0,10000.0,176.0,"Drama,Romance,Sci-Fi","Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift",2014,97,93799,47.0
She's the Man,PG-13,20000000.0,33687630.0,6.4,91.0,116762,261.0,0,20109,17000.0,1000.0,960.0,99.0,"Comedy,Romance,Sport","Amanda Bynes, Laura Ramsey, Channing Tatum,Vinnie Jones",2006,105,122864,45.0
August Rush,PG,30000000.0,31655091.0,7.5,148.0,87331,364.0,18000,50927,49000.0,702.0,403.0,59.0,"Drama,Music","Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard",2007,114,91229,38.0
The Gambler,R,25000000.0,33631221.0,6.0,175.0,48559,145.0,0,3784,3000.0,571.0,81.0,81.0,"Crime,Drama,Thriller","Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",2014,111,52537,55.0
The Gambler,R,25000000.0,33631221.0,6.0,175.0,48562,145.0,0,3784,3000.0,571.0,81.0,81.0,"Crime,Drama,Thriller","Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",2014,111,52537,55.0
Eddie the Eagle,PG-13,23000000.0,15785632.0,7.5,216.0,32507,119.0,15000,21195,20000.0,732.0,141.0,452.0,"Biography,Comedy,Drama","Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley",2016,106,56332,54.0
Eddie the Eagle,PG-13,23000000.0,15785632.0,7.5,216.0,32513,119.0,15000,21195,20000.0,732.0,141.0,452.0,"Biography,Comedy,Drama","Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley",2016,106,56332,54.0
The Girl Next Door,R,25000000.0,14589444.0,6.8,126.0,171151,513.0,0,911,355.0,155.0,111.0,42.0,"Crime,Drama,Horror","William Atherton, Blythe Auffarth, Blanche Baker,Kevin Chamberlin",2007,91,19351,29.0
Legend,R,30000000.0,1865774.0,7.0,260.0,87682,174.0,43000,27659,27000.0,154.0,151.0,241.0,"Biography,Crime,Drama","Tom Hardy, Emily Browning, Taron Egerton, Paul Anderson",2015,132,108836,55.0
Warrior,PG-13,25000000.0,13651662.0,8.2,317.0,332276,514.0,77000,29692,27000.0,798.0,581.0,149.0,"Action,Drama,Sport","Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison",2011,140,355722,71.0
The Counselor,R,25000000.0,16969390.0,5.3,336.0,80861,431.0,24000,27797,13000.0,11000.0,1000.0,0.0,"Crime,Drama,Thriller","Michael Fassbender, Penélope Cruz, Cameron Diaz,Javier Bardem",2013,117,84927,48.0
Rocky Balboa,PG,24000000.0,70269171.0,7.2,285.0,162130,962.0,0,15111,13000.0,683.0,461.0,13000.0,"Drama,Sport","Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",2006,102,171356,63.0
Footloose,PG,8200000.0,80000000.0,6.5,60.0,51459,113.0,0,1962,967.0,455.0,304.0,71.0,"Comedy,Drama,Music","Kenny Wormald, Julianne Hough, Dennis Quaid,Andie MacDowell",2011,113,39380,58.0
Footloose,PG,8200000.0,80000000.0,6.5,60.0,51459,113.0,0,1962,967.0,455.0,304.0,71.0,"Comedy,Drama,Music","Kenny Wormald, Julianne Hough, Dennis Quaid,Andie MacDowell",2011,113,39380,58.0
Zack and Miri Make a Porno,R,24000000.0,31452765.0,6.6,247.0,149835,243.0,0,638,218.0,216.0,92.0,0.0,"Comedy,Romance","Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob",2008,101,154936,56.0
Piranha 3D,R,24000000.0,25003072.0,5.5,365.0,72552,374.0,13000,5737,3000.0,859.0,847.0,192.0,"Comedy,Horror,Thriller","Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames",2010,88,75262,53.0
Faster,R,24000000.0,23225911.0,6.5,196.0,80574,157.0,12000,14699,12000.0,854.0,706.0,88.0,"Action,Crime,Drama","Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez",2010,98,83788,44.0
Zombieland,R,23600000.0,75590286.0,7.7,445.0,386217,553.0,26000,28011,15000.0,13000.0,11.0,181.0,"Adventure,Comedy,Horror","Jesse Eisenberg, Emma Stone, Woody Harrelson,Abigail Breslin",2009,88,409403,73.0
Her,R,23000000.0,25556065.0,8.0,574.0,355126,748.0,148000,19359,19000.0,128.0,105.0,0.0,"Drama,Romance,Sci-Fi","Joaquin Phoenix, Amy Adams, Scarlett Johansson,Rooney Mara",2013,126,390531,90.0
1408,PG-13,25000000.0,71975611.0,6.8,314.0,209396,580.0,11000,214,129.0,25.0,23.0,101.0,"Fantasy,Horror","John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard",2007,104,221073,64.0
Diary of a Wimpy Kid: Dog Days,PG,22000000.0,49002815.0,6.4,88.0,15665,35.0,0,3153,975.0,569.0,517.0,42.0,"Comedy,Family","Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn",2012,94,16917,54.0
"Hail, Caesar!",PG-13,22000000.0,29997095.0,6.4,423.0,60926,302.0,23000,38494,19000.0,17000.0,1000.0,1000.0,"Comedy,Mystery","Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes",2016,106,89059,72.0
Out of the Furnace,R,22000000.0,11326836.0,6.8,288.0,83171,231.0,17000,24134,23000.0,820.0,120.0,108.0,"Crime,Drama,Thriller","Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",2013,116,88829,63.0
To Rome with Love,R,17000000.0,16684352.0,6.3,275.0,67893,163.0,18000,1205,385.0,223.0,159.0,11000.0,"Comedy,Romance","Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page",2012,112,72050,54.0
Silver Linings Playbook,R,21000000.0,132088910.0,7.8,539.0,533607,692.0,117000,72115,34000.0,22000.0,14000.0,737.0,"Comedy,Drama,Romance","Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",2012,122,564364,81.0
Freedom Writers,PG-13,21000000.0,36581633.0,7.5,84.0,52533,235.0,10000,3994,2000.0,826.0,579.0,98.0,"Biography,Crime,Drama","Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn",2007,123,55648,64.0
Never Back Down,PG-13,20000000.0,24848292.0,6.6,140.0,80556,184.0,0,4089,3000.0,427.0,149.0,65.0,"Action,Drama,Sport","Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet",2008,110,84083,39.0
Tinker Tailor Soldier Spy,R,20000000.0,24104113.0,7.1,466.0,149066,517.0,24000,46241,19000.0,14000.0,10000.0,140.0,"Drama,Mystery,Thriller","Gary Oldman, Colin Firth, Tom Hardy, Mark Strong",2011,122,157053,85.0
The Conjuring,R,20000000.0,137387272.0,7.5,511.0,300110,807.0,131000,9049,6000.0,960.0,697.0,0.0,"Horror,Mystery,Thriller","Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",2013,112,330305,68.0
The Descendants,R,20000000.0,82624961.0,7.3,549.0,205284,439.0,22000,9578,8000.0,727.0,552.0,729.0,"Comedy,Drama","George Clooney, Shailene Woodley, Amara Miller, Nick Krause",2011,115,211348,84.0
12 Years a Slave,R,20000000.0,56667870.0,8.1,597.0,439176,695.0,83000,4251,2000.0,660.0,500.0,0.0,"Biography,Drama,History","Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Brad Pitt",2013,134,486338,96.0
Me Before You,PG-13,20000000.0,56154094.0,7.6,151.0,44723,130.0,51000,21852,11000.0,10000.0,418.0,17.0,"Drama,Romance","Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance",2016,106,113322,51.0
Bad Moms,R,20000000.0,55461307.0,6.7,81.0,4654,46.0,18000,18786,15000.0,1000.0,851.0,24.0,Comedy,"Mila Kunis, Kathryn Hahn, Kristen Bell,Christina Applegate",2016,100,66540,60.0
Bad Moms,R,20000000.0,55461307.0,6.7,81.0,4654,46.0,18000,18786,15000.0,1000.0,851.0,24.0,Comedy,"Mila Kunis, Kathryn Hahn, Kristen Bell,Christina Applegate",2016,100,66540,60.0
Max,PG,20000000.0,42652003.0,6.8,61.0,18915,87.0,33000,2851,1000.0,465.0,455.0,132.0,"Adventure,Family","Thomas Haden Church, Josh Wiggins, Luke Kleintank,Lauren Graham",2015,111,21405,47.0
Spotlight,R,20000000.0,44988180.0,8.1,474.0,195333,409.0,80000,1058,745.0,168.0,77.0,310.0,"Crime,Drama,History","Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",2015,128,268282,93.0
Babel,R,25000000.0,34300771.0,7.5,285.0,243799,908.0,0,11248,11000.0,119.0,51.0,0.0,Drama,"Brad Pitt, Cate Blanchett, Gael García Bernal, Mohamed Akhzam",2006,143,253417,69.0
Texas Chainsaw 3D,R,11000000.0,34334256.0,4.8,282.0,35131,255.0,16000,1945,383.0,333.0,322.0,34.0,"Horror,Thriller","Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz",2013,92,37060,62.0
The World's End,R,20000000.0,26003149.0,7.0,427.0,185587,401.0,49000,278,177.0,55.0,24.0,1000.0,"Action,Comedy,Sci-Fi","Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",2013,109,199813,81.0
She's Out of My League,R,20000000.0,31584722.0,6.4,180.0,101730,131.0,0,5707,2000.0,934.0,756.0,14.0,"Comedy,Romance","Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel",2010,104,105619,46.0
Nerve,PG-13,20000000.0,28876924.0,7.1,86.0,4303,35.0,0,1780,646.0,441.0,374.0,24.0,"Adventure,Crime,Mystery","Emma Roberts, Dave Franco, Emily Meade, Miles Heizer",2016,96,69651,58.0
Endless Love,PG-13,20000000.0,23393765.0,6.3,98.0,31323,76.0,0,18760,15000.0,989.0,942.0,19.0,"Drama,Romance","Gabriella Wilde, Alex Pettyfer, Bruce Greenwood,Robert Patrick",2014,104,33688,30.0
Into the Wild,R,15000000.0,18352454.0,8.2,274.0,426359,760.0,76000,18752,17000.0,882.0,826.0,0.0,"Adventure,Biography,Drama","Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden",2007,148,459304,73.0
Disaster Movie,PG-13,25000000.0,14174654.0,1.9,111.0,74945,359.0,0,2857,869.0,624.0,329.0,82.0,Comedy,"Carmen Electra, Vanessa Lachey,Nicole Parker, Matt Lanter",2008,87,77207,15.0
What's Your Number?,R,20000000.0,13987482.0,6.0,151.0,58957,91.0,0,15713,11000.0,904.0,783.0,20.0,"Comedy,Romance","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",2011,106,62095,35.0
Let Me In,R,20000000.0,12134420.0,7.2,390.0,92237,366.0,25000,20258,17000.0,1000.0,884.0,198.0,"Drama,Horror,Mystery","Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono",2010,116,97141,79.0
Triple 9,R,20000000.0,12626905.0,6.3,214.0,32567,106.0,0,27214,14000.0,12000.0,968.0,214.0,"Action,Crime,Drama","Casey Affleck, Chiwetel Ejiofor, Anthony Mackie,Aaron Paul",2016,115,48400,52.0
Burnt,R,20000000.0,13650738.0,6.6,175.0,61360,129.0,25000,16926,14000.0,1000.0,580.0,53.0,"Comedy,Drama","Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio",2015,101,76469,42.0
Inherent Vice,R,20000000.0,8093318.0,6.7,401.0,61935,242.0,18000,707,204.0,178.0,175.0,0.0,"Comedy,Crime,Drama","Joaquin Phoenix, Josh Brolin, Owen Wilson,Katherine Waterston",2014,148,69509,81.0
Neighbors,R,18000000.0,150056505.0,6.4,351.0,216581,397.0,21000,2771,920.0,798.0,329.0,89.0,Comedy,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow",2014,97,236500,68.0
My Big Fat Greek Wedding 2,PG-13,18000000.0,59573085.0,6.1,156.0,13562,103.0,19000,2259,567.0,312.0,261.0,52.0,"Comedy,Family,Romance","Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan",2016,94,20966,37.0
Diary of a Wimpy Kid: Rodrick Rules,PG,21000000.0,52691009.0,6.6,103.0,18727,45.0,0,3567,975.0,569.0,557.0,42.0,"Comedy,Family","Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",2011,99,20194,51.0
Birdman or (The Unexpected Virtue of Ignorance),R,18000000.0,42335698.0,7.8,588.0,395087,1101.0,114000,21668,15000.0,6000.0,529.0,0.0,"Comedy,Drama,Romance","Michael Keaton, Zach Galifianakis,Edward Norton, Andrea Riseborough",2014,119,440299,88.0
Blue Jasmine,PG-13,18000000.0,33404871.0,7.3,415.0,150082,384.0,36000,1353,594.0,268.0,218.0,11000.0,Drama,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",2013,98,160592,78.0
127 Hours,R,18000000.0,18329466.0,7.6,450.0,279179,440.0,63000,11984,11000.0,642.0,223.0,0.0,"Adventure,Biography,Drama","James Franco, Amber Tamblyn, Kate Mara, Sean Bott",2010,94,294010,82.0
Steve Jobs,R,30000000.0,17750583.0,7.2,412.0,93548,307.0,23000,28933,14000.0,13000.0,816.0,0.0,"Biography,Drama","Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",2015,122,116112,82.0
RocknRolla,R,18000000.0,5694401.0,7.3,209.0,194489,192.0,12000,46944,27000.0,18000.0,1000.0,0.0,"Action,Crime,Thriller","Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton",2008,114,203096,53.0
Midnight Special,PG-13,18000000.0,3707794.0,6.7,263.0,31359,156.0,0,5671,4000.0,820.0,201.0,337.0,"Drama,Mystery,Sci-Fi","Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver",2016,112,54787,76.0
Superbad,R,20000000.0,121463226.0,7.6,256.0,422606,555.0,0,17584,15000.0,833.0,778.0,99.0,Comedy,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader",2007,113,442082,76.0
Step Up 2: The Streets,PG-13,23000000.0,58006147.0,6.2,97.0,67653,108.0,0,816,158.0,152.0,129.0,209.0,"Drama,Music,Romance","Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani",2008,98,70699,50.0
Let's Be Cops,R,17000000.0,82389560.0,6.5,129.0,106820,147.0,14000,3627,839.0,756.0,613.0,42.0,Comedy,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",2014,104,112729,30.0
The Hills Have Eyes,R,15000000.0,41777564.0,6.4,265.0,129719,855.0,0,4500,1000.0,1000.0,580.0,192.0,Horror,"Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin",2006,107,136642,52.0
Pitch Perfect,PG-13,17000000.0,64998368.0,7.2,223.0,213898,250.0,36000,12676,10000.0,751.0,746.0,36.0,"Comedy,Music,Romance","Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",2012,112,226631,66.0
Evil Dead,R,17000000.0,54239856.0,6.5,543.0,125016,789.0,70000,673,394.0,150.0,58.0,201.0,"Fantasy,Horror","Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci",2013,91,133113,57.0
The Illusionist,PG-13,16000000.0,39825798.0,7.6,236.0,295375,645.0,15000,4210,3000.0,979.0,96.0,168.0,"Drama,Mystery,Romance","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",2006,110,309934,68.0
The Illusionist,PG-13,16000000.0,39825798.0,7.6,236.0,295375,645.0,15000,4210,3000.0,979.0,96.0,168.0,"Drama,Mystery,Romance","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",2006,110,309934,68.0
Moonrise Kingdom,PG-13,16000000.0,45507053.0,7.8,487.0,237848,377.0,71000,27911,13000.0,13000.0,559.0,0.0,"Adventure,Comedy,Drama","Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray",2012,94,254446,84.0
Pan's Labyrinth,R,13500000.0,37623143.0,8.2,406.0,467234,1083.0,27000,1322,634.0,269.0,250.0,0.0,"Drama,Fantasy,War","Ivana Baquero, Ariadna Gil, Sergi López,Maribel Verdú",2006,118,498879,98.0
Hot Fuzz,R,8000000.0,23618786.0,7.9,285.0,352695,687.0,17000,485,175.0,115.0,108.0,1000.0,"Action,Comedy,Mystery","Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy",2007,121,373244,81.0
Vicky Cristina Barcelona,PG-13,15500000.0,23213577.0,7.2,275.0,198111,365.0,14000,19894,19000.0,581.0,252.0,11000.0,"Drama,Romance","Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch",2008,96,208770,70.0
Jennifer's Body,R,16000000.0,16204793.0,5.1,300.0,92712,294.0,6000,24805,24000.0,396.0,271.0,45.0,"Comedy,Horror","Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons",2009,102,96617,47.0
Remember Me,PG-13,16000000.0,19057024.0,7.2,158.0,113963,361.0,24000,22088,21000.0,541.0,238.0,47.0,"Drama,Romance","Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moisés Acevedo",2010,113,119376,40.0
Trance,R,20000000.0,2319187.0,7.0,393.0,92640,212.0,23000,5056,3000.0,1000.0,888.0,0.0,"Crime,Drama,Mystery","James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani",2013,101,97141,61.0
Trance,R,20000000.0,2319187.0,7.0,393.0,92640,212.0,23000,5056,3000.0,1000.0,888.0,0.0,"Crime,Drama,Mystery","James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani",2013,101,97141,61.0
Slither,R,15500000.0,7774730.0,6.5,251.0,61912,352.0,0,1120,499.0,298.0,102.0,571.0,"Comedy,Horror,Sci-Fi","Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson",2006,95,64351,69.0
The King's Speech,R,15000000.0,138795342.0,8.0,479.0,503631,636.0,64000,15732,14000.0,1000.0,520.0,0.0,"Biography,Drama","Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi",2010,118,534388,88.0
The Imitation Game,PG-13,14000000.0,91121452.0,8.1,454.0,467613,608.0,165000,20295,19000.0,393.0,305.0,77.0,"Biography,Drama,Thriller","Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech",2014,114,532353,73.0
Diary of a Wimpy Kid,PG,15000000.0,64001297.0,6.2,111.0,32002,103.0,0,20154,17000.0,975.0,569.0,87.0,"Comedy,Family","Zachary Gordon, Robert Capron, Rachael Harris,Steve Zahn",2010,94,34184,56.0
Mama,PG-13,20000000.0,71588220.0,6.2,393.0,134869,304.0,57000,1949,1000.0,340.0,250.0,127.0,"Horror,Thriller","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",2013,100,142560,57.0
End of Watch,R,7000000.0,40983001.0,7.7,355.0,181025,336.0,38000,27788,15000.0,10000.0,953.0,453.0,"Crime,Drama,Thriller","Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera",2012,109,192190,68.0
The Theory of Everything,PG-13,15000000.0,35887263.0,7.7,419.0,265507,388.0,90000,14100,13000.0,876.0,149.0,120.0,"Biography,Drama,Romance","Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry",2014,123,299718,72.0
Wild,R,15000000.0,37877959.0,7.1,349.0,86664,252.0,38000,4896,2000.0,820.0,612.0,212.0,"Adventure,Biography,Drama","Reese Witherspoon, Laura Dern, Gaby Hoffmann,Michiel Huisman",2014,115,95553,76.0
Drive,R,15000000.0,35054909.0,7.8,676.0,431578,1264.0,81000,34337,33000.0,745.0,228.0,0.0,"Crime,Drama","Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",2011,100,461509,78.0
28 Weeks Later,R,15000000.0,28637507.0,7.0,274.0,212167,713.0,0,11471,10000.0,1000.0,306.0,35.0,"Drama,Horror,Sci-Fi","Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau",2007,100,221858,78.0
Keanu,R,15000000.0,20566327.0,6.4,129.0,15385,84.0,0,2958,826.0,622.0,415.0,10.0,"Action,Comedy","Keegan-Michael Key, Jordan Peele, Tiffany Haddish,Method Man",2016,100,31913,63.0
The Place Beyond the Pines,R,15000000.0,21383298.0,7.3,417.0,187170,376.0,47000,34413,33000.0,748.0,619.0,310.0,"Crime,Drama,Thriller","Ryan Gosling, Bradley Cooper, Eva Mendes,Craig Van Hook",2012,140,200090,68.0
The Hurt Locker,R,15000000.0,15700000.0,7.6,388.0,332065,876.0,16000,11114,10000.0,602.0,383.0,0.0,"Drama,History,Thriller","Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce",2008,131,352023,94.0
One Day,PG-13,15000000.0,13766014.0,7.0,221.0,106111,181.0,49000,17627,11000.0,5000.0,358.0,92.0,"Drama,Romance","Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison",2011,107,113599,48.0
In Bruges,R,15000000.0,7757130.0,8.0,300.0,307639,513.0,32000,173,65.0,49.0,39.0,454.0,"Comedy,Crime,Drama","Colin Farrell, Brendan Gleeson, Ciarán Hinds,Elizabeth Berrington",2008,107,322536,67.0
The Midnight Meat Train,R,15000000.0,73548.0,6.1,177.0,47574,209.0,0,18639,14000.0,1000.0,1000.0,129.0,"Horror,Mystery","Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields",2008,98,50255,58.0
Magic Mike XXL,R,14800000.0,66009973.0,5.7,222.0,38202,135.0,41000,38963,20000.0,17000.0,642.0,13.0,"Comedy,Drama,Music","Channing Tatum, Joe Manganiello, Matt Bomer,Adam Rodriguez",2015,115,42506,60.0
Slumdog Millionaire,R,15000000.0,141319195.0,8.0,418.0,641997,1017.0,13000,820,668.0,56.0,40.0,0.0,Drama,"Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor",2008,120,677044,86.0
Seven Psychopaths,R,15000000.0,14989761.0,7.2,401.0,185845,284.0,52000,4757,2000.0,906.0,816.0,454.0,"Comedy,Crime","Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken",2012,110,196652,66.0
Black Swan,R,13000000.0,106952327.0,8.0,669.0,551363,1140.0,106000,38072,20000.0,15000.0,1000.0,0.0,"Drama,Thriller","Natalie Portman, Mila Kunis, Vincent Cassel,Winona Ryder",2010,108,581518,79.0
Miracles from Heaven,PG,13000000.0,61693523.0,6.8,63.0,6276,55.0,16000,7833,3000.0,3000.0,579.0,36.0,"Biography,Drama,Family","Jennifer Garner, Kylie Rogers, Martin Henderson,Brighton Sharbino",2016,109,12048,44.0
The Shallows,PG-13,17000000.0,54257433.0,6.8,186.0,12983,139.0,0,971,619.0,350.0,2.0,174.0,"Drama,Horror,Thriller","Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Brett Cullen",2016,86,78328,59.0
The Mist,R,18000000.0,25592632.0,7.2,330.0,220475,1066.0,20000,5371,2000.0,850.0,745.0,0.0,Horror,"Thomas Jane, Marcia Gay Harden, Laurie Holden,Andre Braugher",2007,126,233346,58.0
Ex Machina,R,15000000.0,25440971.0,7.7,489.0,289508,611.0,109000,430,149.0,145.0,123.0,232.0,"Drama,Mystery,Sci-Fi","Alicia Vikander, Domhnall Gleeson, Oscar Isaac,Sonoya Mizuno",2014,108,339797,78.0
Room,R,13000000.0,14677654.0,8.3,421.0,161288,351.0,72000,2499,805.0,681.0,491.0,412.0,Drama,"Brie Larson, Jacob Tremblay, Sean Bridgers,Wendy Crewson",2015,118,224132,86.0
